0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,180,0
0,0,0,0,0,0,0,0,520
0,0,160,0,0,0,0,0,0
0,0,0,0,0,0,0,640,0
0,0,0,0,0,530,0,0,0
0,0,0,0,0,210,0,0,0
0,0,0,0,0,440,0,0,0
0,0,0,0,0,0,0,0,240
0,0,0,0,0,170,0,0,0
0,0,0,0,0,0,0,380,0
0,0,0,0,0,0,0,270,0
0,0,0,0,0,0,0,0,110
0,0,120,0,0,0,0,0,0
0,0,0,0,0,620,0,0,0
0,0,0,0,0,0,160,0,0
0,0,0,0,0,0,0,190,0
0,0,0,0,0,0,290,0,0
0,0,0,0,550,0,0,0,0
0,0,0,0,0,0,0,0,380
0,0,0,0,0,0,310,0,0
0,0,0,0,0,0,280,0,0
0,0,0,0,0,0,0,0,420
0,0,0,0,0,0,0,680,0
0,0,0,0,0,360,0,0,0
0,0,0,0,0,0,0,0,750
0,0,0,0,0,0,0,0,210
0,0,0,0,0,0,0,590,0
0,0,0,0,0,190,0,0,0
0,0,0,0,0,0,610,0,0
